"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2013	2	6	1	12	25.8	4	1	5476	7.9			"n"	"SOLOMON ISLANDS"		"LUNELO VILLAGE, NIBANGA NOI ISLAND"	-10.791	166.062	103.718											1										1			1	1
	2013	2	6	1	12	25.8	4	1	5476	7.9			"n"	"SOLOMON ISLANDS"		"NABALUE VILLAGE, NENDO ISLAND"	-10.833	165.879	83.989											1										1	3	1	3	1
	2013	2	8	15	26	38.4	4	1	5477	7			"n"	"SOLOMON ISLANDS"		"LATA WHARF, NENDO IS, SANTA CRUZ IS"	-10.7208	165.8019	32.92	8	15	32	0	5				0.09		2	18													
	2013	6	13				4	9	5483				"m"	"USA"	"RI"	"NEWPORT, RI"	41.5016	-71.3166		13	18	20						0.26		2		"R"												
	2013	6	13				4	9	5483				"m"	"BERMUDA (UK TERRITORY)"		"BERMUDA"	32.3666	-64.7		13	18	21						0.06		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"LEWISETTA, VA"	37.995	-76.465		13	20	51						0.04		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"MD"	"BALTIMORE, MD"	39.2666	-76.5783		13	13	0						0.05		2														
	2013	6	13				4	9	5483				"m"	"USA"	"SC"	"D41424 BPR, 370 NM E CHARLESTON, SC"	33	-72.66		13	17	35								3														
	2013	6	13				4	9	5483				"m"	"USA"	"NJ"	"CAPE MAY, NJ"	38.9683	-74.96		13	15	4						0.12		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"MA"	"BOSTON, MA"	42.355	-71.0516		13	22	21						0.04		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"YORKTOWN, VA"	37.2266	-76.4783		13	21	4						0.1		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"RI"	"PROVIDENCE, RI"	41.8066	-71.4016		13	20	12						0.23		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"MD"	"ANNAPOLIS, MD"	38.9833	-76.48		13	13	12						0.06		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"CT"	"BRIDGEPORT, CT"	41.1733	-73.1816		13	15	20						0.1		2														
	2013	6	13				4	9	5483				"m"	"DOMINICAN REPUBLIC"		"D41420 BPR, NNE SANTO DOMINGO, DO"	23.508	-67.287		13	18	55								3														
	2013	6	13				4	9	5483				"m"	"USA"	"DE"	"LEWES, DE"	38.7816	-75.12		13	14	58						0.12		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"NY"	"D44402 BPR, 130 NM SE FIRE IS, NY"	39.3992	-70.9419		13	16	55						0.04		3		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"MD"	"BISHOPS HEAD, MD"	38.22	-76.038		13	20	0						0.12		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"MD"	"TOLCHESTER BEACH, MD"	39.2133	-76.245		13	13	22						0.13		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"MONEY POINT, VA"	36.7783	-76.3016		13	21	39						0.17		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"NY"	"MONTAUK, NY"	41.0483	-71.96		13	18	50						0.19		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"RI"	"COMINICUT LIGHT, RI"	41.7166	-71.3433		13	19	37						0.1		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"SEWELLS POINT, VA"	36.9466	-76.33		13	21	17						0.07		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA TERRITORY"	"PR"	"MONA ISLAND"	18.0899	-67.9385		13	20	20						0.07		2														
	2013	6	13				4	9	5483				"m"	"USA"	"NJ"	"ATLANTIC CITY, NJ"	39.355	-74.4183		13	18	6						0.24		2														
	2013	6	13				4	9	5483				"m"	"USA"	"NJ"	"SANDY HOOK, NJ"	40.4666	-74.01		13	19	54						0.08		2														
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"CHESAPEAKE BAY BRIDGE, VA"	36.9666	-76.1133		13	21	5						0.07		2														
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"WACHAPREAGUE, VA"	37.6078	-75.6858		13	21	30						0.08		2														
	2013	6	13				4	9	5483				"m"	"USA"	"MD"	"OCEAN CITY, MD"	38.3283	-75.0916		13	20	0						0.12		2														
	2013	6	13				4	9	5483				"m"	"USA"	"NJ"	"BARNEGAT INLET, NJ"	39.76666	-74.11666										1.8		1							2	1						
	2013	6	13				4	9	5483				"m"	"USA TERRITORY"	"VI"	"D41421 BPR, 300 NM N ST THOMAS, VI"	23.38	-64.112		13	19	6								3														
	2013	6	13				4	9	5483				"m"	"USA"	"NC"	"DUCK PIER, NC"	36.1833	-75.7466		13	23	0						0.16		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"MA"	"FALL RIVER, MA"	41.705	-71.1633		13	19	49						0.1		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"CT"	"NEW LONDON, CT"	41.355	-72.0866		13	17	32						0.11		2														
	2013	6	13				4	9	5483				"m"	"USA"	"NY"	"THE BATTERY, NY"	40.7	-74.015		13	19	58						0.06		2														
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"KIPTOPEKE, VA"	37.1666	-75.9883		13	21	27						0.25		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"RI"	"QUONSET POINT, RI"	41.585	-71.4083		13	18	45						0.12		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA"	"VA"	"WINDMILL POINT, VA"	37.615	-76.29		13	20	53						0.12		2		"R"												
	2013	6	13				4	9	5483				"m"	"USA TERRITORY"	"PR"	"MAYAGUEZ"	18.22	-67.16		13	20	40						0.05		2														
	2013	6	13				4	9	5483				"m"	"USA"	"MA"	"WOODS HOLE, MA"	41.5233	-70.6666		13	19	23						0.22		2														
	2013	6	13				4	9	5483				"m"	"USA"	"MA"	"NANTUCKET, MA"	41.285	-70.0966		13	19	44						0.09		2														
	2013	7	21	5	9	31.4	4	1	5491	6.5			"n"	"NEW ZEALAND"		"KAIKOURA"	-42.4129	173.7028	94.635	21	6	55	0	46	21	8	39	0.07		2		"R"												
	2013	7	21	5	9	31.4	4	1	5491	6.5			"n"	"NEW ZEALAND"		"QUEEN'S WHARF"	-41.2864	174.779	59.273	21	5	52	0	43	21	12	28	0.07		2		"R"												
	2013	8	16	2	31	47	4	1	5519	6.5			"n"	"NEW ZEALAND"		"KAIKOURA"	-42.4129	173.7028	80.353	16	3	34	1	3	16	6	6	0.08		2														
	2013	8	16	2	31	47	4	1	5519	6.5			"n"	"NEW ZEALAND"		"QUEEN'S WHARF"	-41.2864	174.779	79.872	16	3	36	1	5	16	4	58	0.07		2		"R"												
	2013	9	24				4	3	5506				"n"	"IRAN"		"CHABAHAR"	25.3	60.6	167.776	24	12	7			24	14	1	0.17		2	12													
	2013	9	24				4	3	5506				"n"	"INDIA"	"GUJARAT"	"OKHA, GUJARAT"	22.5	69.1	757.27	24	17	12						0.02		2														
	2013	9	24				4	3	5506				"n"	"OMAN"		"MUSCAT"	23.63	58.57	411.751	24	11	58			24	13	46	0.26		2	10													
	2013	9	24				4	3	5506				"n"	"OMAN"		"QUARYYAT (QURIAT)"	23.26	58.93	399.523	24	12	5						0.57		2														
	2013	9	24				4	3	5506				"n"	"OMAN"		"DIBA"	25.65	56.27	604.836	24	13	45						0.08		2														
	2013	9	24				4	3	5506				"n"	"OMAN"		"KHAWR WUDAM"	23.82	57.52	503.446	24	13	14						0.11		2														
	2013	9	24				4	3	5506				"n"	"PAKISTAN"		"JIWANI"	25.046	61.74217	54.295											1														
	2013	9	24				4	3	5506				"n"	"IRAN"		"JASK"	25.65	57.7666	455.039	24	13	7			24	15	43	0.09		2	14													
	2013	9	24				4	3	5506				"n"	"OMAN"		"SUR"	22.57	59.52	401.771	24	12	8						0.2		2														
	2013	9	24				4	3	5506				"n"	"INDIA"		"ITB12"	20.18	67.65	782.974	24	12	25						0.01		3														
	2013	9	24				4	3	5506				"n"	"INDIA"		"D23228 BPR, ARABIAN SEA"	20.7986	65.3466	579.231	24	12	22			24	12	39	0.01		3	8													
	2013	10	12	13	11	35	4	1	5794	6.6			"n"	"GREECE"		"GAVDOS"	34.84836	24.11856	108.091									0.01		2														
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"	"IWATE"	"KUJIKO"	40.2	141.817	411.674	25	18	18	1	8				0.4		2		"R"												
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"	"FUKUSHIMA"	"SOMA"	37.833	140.967	328.749	25	18	30	1	20				0.4		2		"F"												
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"	"MIYAGI"	"AYUKAWA"	38.3	141.5	299.22	25	18	1	0	51				0.3		2		"F"												
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"RUSSIA"	"KURIL ISLANDS"	"D21419 BPR, 209 NM S OF KURIL IS"	44.455	155.736	1235.518	25	18	37	1	27	25	18	53	0.01		3	5													
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"	"MIYAGI"	"AYUKAWA"	38.3	141.5	299.22									0.3		2														
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	321.144	25	17	53	0	43	25	18	19	0.2		2	4	"R"												
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	330.467	25	17	55	0	45				0.15		2		"F"												
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"		"D21418 BPR, NE TOKYO, JAPAN"	38.71	148.67	394.964	25	17	34	0	24	25	17	38	0.01		3	4													
	2013	10	25	17	10	0	4	1	5533	7.1			"n"	"JAPAN"		"D21413, SE TOKYO, JAPAN"	30.55	152.117	1013.051	25	18	18	1	8	25	18	29	0.01		3	5													
	2013	11	17	9	4	53	4	1	5534	7.7			"n"	"ANTARCTICA"		"PRAT BASE (CHILE)"	-62.4793	-59.6629	748.823						28	13	16	0.05		2	21													
	2013	11	17	9	4	53	4	1	5534	7.7			"n"	"UK TERRITORY"		"KING EDWARD IS, SOUTH GEORGIA IS"	-54.28	-36.5	893.835	17	11	34	2	29	28	13	38	0.15		2		"R"												
	2014	3	16	21	16	0	4	1	5555	6.7			"n"	"PERU"	"AREQUIPA"	"MATARANI"	-17.0009	-72.1088	355.435						16	23	37	0.07		2	6													
	2014	3	16	21	16	0	4	1	5555	6.7			"n"	"CHILE"	"ARICA Y PARINACOTA"	"ARICA"	-18.4758	-70.3232	172.736	16	22	4		47	16	22	51	0.12		2	7													
	2014	3	16	21	16	0	4	1	5555	6.7			"n"	"CHILE"	"TARAPACA"	"PATACHE"	-20.8003	-70.1942	112.862	16	21	43		26	16	21	55	0.26		2	7													
	2014	3	16	21	16	0	4	1	5555	6.7			"n"	"CHILE"	"TARAPACA"	"PISAGUA"	-19.5969	-70.2138	74.942	16	21	32		15	16	21	46	0.16		2	6													
	2014	3	16	21	16	0	4	1	5555	6.7			"n"	"CHILE"	"VALPARAISO"	"SAN FELIX"	-26.283	-80.117	1181.461						16	23	10	0.08		2	4													
	2014	3	16	21	16	0	4	1	5555	6.7			"n"	"CHILE"	"TARAPACA"	"IQUIQUE"	-20.20457778	-70.14783056	74.552	16	21	34		17	16	21	41	0.17		2	8													
	2014	3	16	21	16	0	4	1	5555	6.7			"n"	"CHILE"	"ANTOFAGASTA"	"TOCOPILLA"	-22.0938	-70.2117	243.868						16	23	11	0.07		2	7													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"VALPARAISO"	"SAN FELIX"	-26.283	-80.117	1209.721	2	1	21	1	34	2	1	41	0.7		2	7													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ANTOFAGASTA"	"PAPOSO"	-25.008982	-70.468728	598.656	2	0	35	0	48	2	3	32	0.31		2	20													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	16183.106						3	10	2	0.21		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"COSTA RICA"		"QUEPOS"	9.4246	-84.1711	3531.722									0.04		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PISAGUA"	-19.597308	-70.213333	58.31									2.86	29.99	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CAVANCHA"	-20.228467	-70.147764	94.436									2.56	68.76	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CAVANCHA"	-20.231344	-70.146747	94.74									2.34	88.95	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CAVANCHA"	-20.233408	-70.147181	94.875									1.63	60.87	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CAVANCHA"	-20.234869	-70.148	94.934									1.48	49.47	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PATACHE"	-20.797311	-70.184464	144.946									2.85	50.08	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PATACHE"	-20.798414	-70.184525	145.054									2.85	116.34	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"IKE-IKE"	-21.152467	-70.113142	183.978									1.8	145.36	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"IKE-IKE"	-21.153728	-70.112581	184.13									1.71	315.01	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CHIPANA"	-21.329161	-70.079992	203.451									2.07	281.03	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ARICA Y PARINACOTA"	"ARICA"	-18.488031	-70.326583	132.637									3.67		5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"IQUIQUE"	-20.208911	-70.151658	92.597									2.63		5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"MEXICO"	"MICHOACAN"	"LAZARO CARDENAS"	17.94	-102.17833	5388.332	2	8	11	8	24	2	12	45	0.08		2	16	"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ARICA Y PARINACOTA"	"D32401 BPR, W-SW OF ARICA, CHILE"	-19.297	-74.746	419.024	2	0	6	0	19				0.17		3	13													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"HI"	"WAIANAE, OAHU, HI"	21.4498	-158.197	10540.003	2	14	13	14	26				0.09		2	9													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"HI"	"HANALEI, KAUAI, HI"	22.2125	-159.4982	10694.566	2	14	29	14	42	2	16	6	0.15		2	15													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA TERRITORY"	"AS"	"PAGO PAGO, AMERICAN SAMOA"	-14.2766	-170.689	10496.847	2	14	45	14	58				0.35		2	18													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	10622.854	2	15	1	15	14				0.1		2	14													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"NEW ZEALAND"		"RAOUL ISLAND, BOAT COVE"	-29.28	-177.8944	10520.242	2	14	44	14	57				0.05		2	6													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"CA"	"MONTEREY, CA"	36.605	-121.888	8218.654											2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"LOS LAGOS"	"BAHIA MANSA"	-40.5808	-73.7372	2341.973	2	3	6	3	19	2	9	22	0.12		2		"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"COQUIMBO"	"PICHIDANGUI"	-32.1333	-71.5333	1389.54						2	8	21	0.19		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"VALPARAISO"	"QUINTERO"	-32.7819	-71.527	1461.318						2	5	13	0.19		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PATACHE"	-20.8003	-70.1942	144.821										200	1														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO"	-29.95	-71.3353	1146.803	2	1	24	1	37	2	9	51	0.33		2	18													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ANTOFAGASTA"	"TOCOPILLA"	-22.0938	-70.2117	281.043						2	4	7	0.87		2	14													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CAVANCHA"	-20.227717	-70.148214	94.344									2.51	47.45	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CHANABAYITA"	-20.704472	-70.193122	135.297									2.25	26.44	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CHIPANA"	-21.333211	-70.082686	203.771									2.34	114.28	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"MEXICO"	"GUERRERO"	"ZIHUATANEJO"	17.6361833	-101.5581833	5319.88	2	7	49	8	2	2	15	8	0.22		2	15	"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"CA"	"D46412 BPR, W-SW OF SAN DIEGO, CA"	32.246	-120.698	7823.77	2	11	19	11	32	2	11	31	0.01		3	22	"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.0366	-155.829	10255.304	2	13	47	14	0	2	14	50	0.22		2	12	"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA TERRITORY"	"UM"	"PALMYRA ISLAND"	5.89	-162.09	10372.336	2	14	18	14	31				0.02		2	12													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"NEW ZEALAND"	"WELLINGTON"	"WELLINGTON"	-41.2846	174.7791	10480.855	2	17	30	17	43				0.14		2	17													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	12601.926	2	16	42	16	55	3	16	9	0.08		2	12													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"CA"	"SANTA MONICA, CA"	34.008	-118.5	7797.112	2	12	35	12	48				0.12		2	21													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"SOLOMON ISLANDS"		"LATA WHARF, NENDO IS, SANTA CRUZ IS"	-10.7208	165.8019	12979.032	2	18	38	18	51				0.06		2	18													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"JAPAN"	"SHIZUOKA"	"OMAEZAKI"	34.6083	138.2222	16721.158						3	9	59	0.12		2	17													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"AUSTRALIA"		"PORT KEMBLA"	-34.4738	150.9119	12578.832	2	19	56	20	9	3	4	52	0.07		2	11													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"SOLOMON ISLANDS"		"TAREKUKURE, TARO ISLAND"	-6.6928	156.4086	14097.592	2	20	58	21	1	3	8	12	0.05		2	11													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"AK"	"SITKA, AK"	57.052	-135.342	10382.144	2	16	26	16	19	3	1	31	0.04		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"CA"	"SANTA BARBARA, CA"	34.40829	-119.68499	7908.22	2	13	16	13	29	3	9	22	0.21		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"AK"	"SEWARD, AK"	60.119	-149.427	11266.464	2	17	33	17	49	2	22	6	0.05		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"HI"	"KAUMALAPAU, HAWAII, HI"	20.787	-156.991	10397.507	2	13	58	14	11	2	14	21	0.02		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"BIOBIO"	"CORONEL"	-37.029	-73.1518	1944.425	2	2	58	3	11	2	10	16	0.26		2		"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"BIOBIO"	"QUIRIQUINA ISLAND"	-36.6425	-73.0635	1900.874	2	2	53	3	6	2	6	16	0.23		2		"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CANADA"	"BC"	"HENSLUNG COVE, BRITISH COLUMBIA"	54.192	-133.003	10087.179	2	15	49	16	2				0.05		2	22													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ATACAMA"	"HUASCO"	-28.467	-71.22	982.072						2	6	8	0.2		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ATACAMA"	"CALDERA"	-27.0644	-70.8247	825.593	2	0	52	1	5	2	17	18	0.26		2	15													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"PERU"	"AREQUIPA"	"MATARANI"	-17.0009	-72.1088	321.646	2	0	22	0	35	2	1	34	0.58		2	8	"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PISAGUA"	-19.5969	-70.2138	58.262	1	23	52	0	5	2	1	2	2.12		2	13													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"IQUIQUE"	-20.20457778	-70.14783056	92.536	1	23	55	0	8	2	2	5	1.8		2	10													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA"	42.167	142.767	15996.01						3	3	33	0.23		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PISAGUA"	-19.597306	-70.213472	58.295									2.15	26.52	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CAL. RIQUELME"	-20.208453	-70.150486	92.646									1.77	90.46	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PLAYA BLANCA"	-20.330431	-70.143708	103.17									2.81	27.37	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CARAMUCHO"	-20.660978	-70.182911	131.5									2.77	88.93	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"CARAMUCHO"	-20.668203	-70.188544	131.936									2.07	71.87	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"PATACHE"	-20.799536	-70.188622	144.987									3.7	40.69	5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ARICA Y PARINACOTA"	"ARICA"	-18.480981	-70.330247	133.235									2.08		5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"TARAPACA"	"IQUIQUE"	-20.209661	-70.151781	92.647									3.26		5														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"MEXICO"	"COLIMA"	"MANZANILLO"	19.05	-104.333	5631.511						3	7	17	0.18		2	27													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	10502.478	2	14	11	14	24	2	15	42	0.06		2	23	"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"JAPAN"	"HOKKAIDO"	"HAKODATE"	41.7187	140.7247	16168.001	2	22	38	22	51	3	3	47	0.17		2	29													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"JAPAN"	"BONIN IS, TOKYO"	"CHICHIJIMA ISLAND"	27.0939	142.1947	16570.039	2	22	21	22	34				0.17		2	18													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"JAPAN"	"CHIBA"	"MERA"	34.9189	139.825	16572.416	2	23	24	23	37	2	2	47	0.13		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"JAPAN"	"KOCHI"	"TOSA-SHIMIZU"	32.7792	132.9589	17249.139	2	23	24	23	37	3	2	51	0.16		2	21													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"NEW ZEALAND"		"KAIKOURA"	-42.4129	173.7028	10492.348	2	15	47	16	0	2	20	48	0.08		2	10													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"MEXICO"	"OAXACA"	"SALINA CRUZ"	16.1684	-95.1968	4775.756	2	8	31	8	44				0.16		2	18													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"BALTRA ISLAND"	-0.433	-90.283	3004.793	2	4	27	4	40	2	7	5	0.14		2		"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"AK"	"UNALASKA, DUTCH HARBOR, AK"	53.883	-166.533	12119.413	2	18	5	18	18	3	5	9	0.05		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"AK"	"AKUTAN, AK"	54.133	-165.778	12073.944						3	5	42	0.05		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"AK"	"YAKUTAT, AK"	59.55	-139.733	10743.08	2	17	24	17	37	3	7	18	0.06		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"WA"	"LA PUSH, WA"	47.909	-124.637	9200.449						3	7	30	0.08		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	8343.692	2	13	2	13	15	2	15	12	0.05		2		"R"												
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"NEW ZEALAND"		"QUEEN'S WHARF"	-41.2864	174.779	10480.76						2	19	59	0.15		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	9361.019						2	22	37	0.07		2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"USA"	"WA"	"WESTPORT, WA"	46.908	-124.11	9098.499											2														
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CANADA"	"BC"	"VICTORIA, BRITISH COLUMBIA"	48.425	-123.372	9165.83	2	16	41	16	54	3	0	8	0.03		2	22													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"TONGA"		"NUKUALOFA (NUKU'ALOFA)"	-21.138	-175.1815	10646.399	2	14	49	15	2				0.06		2	22													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ATACAMA"	"CHANARAL"	-26.3567	-70.6461	747.267	2	0	50	1	3	2	8	26	0.45		2	22													
	2014	4	1	23	46	26	4	1	5557	8.2			"n"	"CHILE"	"ANTOFAGASTA"	"ANTOFAGASTA"	-23.65	-70.404	448.924	2	0	26	0	39	2	4	24	0.31		2	18													
